Object, Count, Frequency
stern, 55, 0.00009985
king, 55, 0.00009985
major, 55, 0.00009985
karataev, 55, 0.00009985
sighed, 55, 0.00009985
happens, 55, 0.00009985
bear, 55, 0.00009985
wolf, 55, 0.00009985
promised, 55, 0.00009985
spoken, 55, 0.00009985
bit, 55, 0.00009985
abandoned, 54, 0.00009804
burned, 54, 0.00009804
died, 54, 0.00009804
regarded, 54, 0.00009804
hall, 54, 0.00009804
stupid, 54, 0.00009804
eye, 54, 0.00009804
arrival, 54, 0.00009804
highest, 54, 0.00009804
entering, 54, 0.00009804
avoid, 54, 0.00009804
unexpectedly, 54, 0.00009804
pushed, 54, 0.00009804
convinced, 53, 0.00009622
le, 53, 0.00009622
charming, 53, 0.00009622
artillery, 53, 0.00009622
comes, 53, 0.00009622
mary's, 53, 0.00009622
laid, 53, 0.00009622
hastily, 53, 0.00009622
bezukhov, 53, 0.00009622
apart, 53, 0.00009622
twice, 53, 0.00009622
quarters, 53, 0.00009622
circle, 53, 0.00009622
cloak, 53, 0.00009622
early, 53, 0.00009622
chance, 53, 0.00009622
mass, 53, 0.00009622
caused, 52, 0.00009441
broke, 52, 0.00009441
she's, 52, 0.00009441
passage, 52, 0.00009441
rooms, 52, 0.00009441
carry, 52, 0.00009441
stand, 52, 0.00009441
merry, 52, 0.00009441
fond, 52, 0.00009441
journey, 52, 0.00009441
heavy, 52, 0.00009441
marshal, 52, 0.00009441
appear, 52, 0.00009441
lord, 52, 0.00009441
michael, 52, 0.00009441
ceased, 52, 0.00009441
dron, 52, 0.00009441
historical, 52, 0.00009441
stepped, 52, 0.00009441
crossing, 51, 0.00009259
barclay, 51, 0.00009259
wine, 51, 0.00009259
austerlitz, 51, 0.00009259
darkness, 51, 0.00009259
assumed, 51, 0.00009259
kill, 51, 0.00009259
necessity, 51, 0.00009259
shook, 51, 0.00009259
didn't, 51, 0.00009259
division, 51, 0.00009259
putting, 51, 0.00009259
scarcely, 51, 0.00009259
drive, 51, 0.00009259
inevitability, 51, 0.00009259
heads, 51, 0.00009259
appointed, 51, 0.00009259
mon, 51, 0.00009259
relation, 50, 0.00009078
broad, 50, 0.00009078
everywhere, 50, 0.00009078
interests, 50, 0.00009078
further, 50, 0.00009078
object, 50, 0.00009078
common, 50, 0.00009078
mentioned, 50, 0.00009078
gesture, 50, 0.00009078
forgotten, 50, 0.00009078
shouts, 50, 0.00009078
circumstances, 50, 0.00009078
loud, 50, 0.00009078
box, 50, 0.00009078
ha, 50, 0.00009078
nose, 50, 0.00009078
vienna, 49, 0.00008896
burst, 49, 0.00008896
ride, 49, 0.00008896
europe, 49, 0.00008896
arranged, 49, 0.00008896
hat, 49, 0.00008896
places, 49, 0.00008896
floor, 49, 0.00008896
satisfaction, 49, 0.00008896
hot, 49, 0.00008896
thirty, 49, 0.00008896
frenchmen, 49, 0.00008896
council, 49, 0.00008896
playing, 49, 0.00008896
agitated, 49, 0.00008896
success, 49, 0.00008896
directed, 49, 0.00008896
streets, 48, 0.00008714
highness, 48, 0.00008714
direct, 48, 0.00008714
uttered, 48, 0.00008714
offered, 48, 0.00008714
center, 48, 0.00008714
cheerful, 48, 0.00008714
easy, 48, 0.00008714
frowning, 48, 0.00008714
reception, 48, 0.00008714
absence, 48, 0.00008714
purpose, 48, 0.00008714
shot, 48, 0.00008714
joyful, 48, 0.00008714
bogucharovo, 48, 0.00008714
dreadful, 48, 0.00008714
worse, 48, 0.00008714
brothers, 48, 0.00008714
music, 48, 0.00008714
none, 48, 0.00008714
members, 48, 0.00008714
alive, 48, 0.00008714
papa, 48, 0.00008714
dull, 48, 0.00008714
regimental, 48, 0.00008714
moments, 48, 0.00008714
god's, 48, 0.00008714
care, 48, 0.00008714
tender, 48, 0.00008714
returning, 48, 0.00008714
aide, 48, 0.00008714
joined, 48, 0.00008714
singing, 48, 0.00008714
spirit, 48, 0.00008714
isn't, 47, 0.00008533
somewhere, 47, 0.00008533
i've, 47, 0.00008533
stout, 47, 0.00008533
minister, 47, 0.00008533
serve, 47, 0.00008533
curiosity, 47, 0.00008533
blushed, 47, 0.00008533
recalled, 47, 0.00008533
footman, 47, 0.00008533
chest, 47, 0.00008533
importance, 47, 0.00008533
walk, 47, 0.00008533
rich, 47, 0.00008533
wide, 47, 0.00008533
hippolyte, 47, 0.00008533
due, 47, 0.00008533
pay, 47, 0.00008533
august, 47, 0.00008533
departure, 47, 0.00008533
warm, 47, 0.00008533
nurse, 47, 0.00008533
expect, 47, 0.00008533
causes, 47, 0.00008533
club, 47, 0.00008533
wall, 47, 0.00008533
gathered, 47, 0.00008533
heaven, 47, 0.00008533
green, 47, 0.00008533
awaiting, 46, 0.00008351
corps, 46, 0.00008351
inhabitants, 46, 0.00008351
gown, 46, 0.00008351
rapid, 46, 0.00008351
jumped, 46, 0.00008351
carefully, 46, 0.00008351
firmly, 46, 0.00008351
previously, 46, 0.00008351
firm, 46, 0.00008351
reports, 46, 0.00008351
cart, 46, 0.00008351
fool, 46, 0.00008351
tsar, 46, 0.00008351
formerly, 46, 0.00008351
clever, 46, 0.00008351
garden, 46, 0.00008351
difficulty, 46, 0.00008351
excitement, 46, 0.00008351
mother's, 46, 0.00008351
weak, 46, 0.00008351
papers, 46, 0.00008351
forehead, 46, 0.00008351
recognize, 46, 0.00008351
monsieur, 45, 0.00008170
wore, 45, 0.00008170
leaning, 45, 0.00008170
increased, 45, 0.00008170
teeth, 45, 0.00008170
sign, 45, 0.00008170
thousands, 45, 0.00008170
ourselves, 45, 0.00008170
aunt, 45, 0.00008170
thy, 45, 0.00008170
flew, 45, 0.00008170
enormous, 45, 0.00008170
balls, 45, 0.00008170
wife's, 45, 0.00008170
knowledge, 45, 0.00008170
thrown, 45, 0.00008170
leading, 45, 0.00008170
played, 45, 0.00008170
fighting, 45, 0.00008170
motion, 45, 0.00008170
respect, 45, 0.00008170
outside, 45, 0.00008170
happening, 45, 0.00008170
forty, 45, 0.00008170
sick, 45, 0.00008170
whisper, 45, 0.00008170
kiss, 44, 0.00007988
mustache, 44, 0.00007988
accompanied, 44, 0.00007988
unpleasant, 44, 0.00007988
raising, 44, 0.00007988
lower, 44, 0.00007988
watched, 44, 0.00007988
capital, 44, 0.00007988
yesterday, 44, 0.00007988
seat, 44, 0.00007988
la, 44, 0.00007988
admit, 44, 0.00007988
showing, 44, 0.00007988
battalion, 44, 0.00007988
loss, 44, 0.00007988
worn, 44, 0.00007988
join, 44, 0.00007988
hours, 44, 0.00007988
bound, 44, 0.00007988
finish, 44, 0.00007988
armies, 44, 0.00007988
repeating, 44, 0.00007988
age, 44, 0.00007988
youth, 44, 0.00007988
holy, 44, 0.00007988
note, 44, 0.00007988
frowned, 43, 0.00007807
icon, 43, 0.00007807
badly, 43, 0.00007807
afterwards, 43, 0.00007807
particular, 43, 0.00007807
realized, 43, 0.00007807
gold, 43, 0.00007807
accustomed, 43, 0.00007807
mood, 43, 0.00007807
polish, 43, 0.00007807
fourth, 43, 0.00007807
carrying, 43, 0.00007807
nice, 43, 0.00007807
below, 43, 0.00007807
speech, 43, 0.00007807
breast, 43, 0.00007807
science, 43, 0.00007807
horror, 43, 0.00007807
comrades, 43, 0.00007807
captured, 43, 0.00007807
orderly, 43, 0.00007807
satisfied, 43, 0.00007807
dolgorukov, 43, 0.00007807
considering, 43, 0.00007807
eat, 43, 0.00007807
trembling, 43, 0.00007807
wound, 42, 0.00007625
prisoner, 42, 0.00007625
dolokhov's, 42, 0.00007625
prove, 42, 0.00007625
gentle, 42, 0.00007625
headquarters, 42, 0.00007625
natural, 42, 0.00007625
explained, 42, 0.00007625
concluded, 42, 0.00007625
ideas, 42, 0.00007625
dancing, 42, 0.00007625
easily, 42, 0.00007625
cards, 42, 0.00007625
walking, 42, 0.00007625
completely, 42, 0.00007625
st, 42, 0.00007625
confusion, 42, 0.00007625
quick, 42, 0.00007625
paris, 42, 0.00007625
saber, 42, 0.00007625
efforts, 42, 0.00007625
household, 42, 0.00007625
influence, 42, 0.00007625
glory, 42, 0.00007625
engagement, 42, 0.00007625
imagined, 42, 0.00007625
you've, 42, 0.00007625
column, 41, 0.00007444
eight, 41, 0.00007444
peter, 41, 0.00007444
receive, 41, 0.00007444
apparently, 41, 0.00007444
pain, 41, 0.00007444
respectfully, 41, 0.00007444
lie, 41, 0.00007444
greatest, 41, 0.00007444
impression, 41, 0.00007444
allowed, 41, 0.00007444
valet, 41, 0.00007444
visitor, 41, 0.00007444
intimate, 41, 0.00007444
shirt, 41, 0.00007444
drink, 41, 0.00007444
stronger, 41, 0.00007444
coachman, 41, 0.00007444
space, 41, 0.00007444
writing, 41, 0.00007444
madame, 41, 0.00007444
food, 41, 0.00007444
carriages, 41, 0.00007444
nodded, 41, 0.00007444
experience, 41, 0.00007444
gun, 41, 0.00007444
france, 41, 0.00007444
intended, 41, 0.00007444
sobs, 41, 0.00007444
dog, 41, 0.00007444
knoll, 41, 0.00007444
beg, 41, 0.00007444
clean, 41, 0.00007444
columns, 41, 0.00007444
vicomte, 41, 0.00007444
agitation, 41, 0.00007444
millions, 40, 0.00007262
agree, 40, 0.00007262
visible, 40, 0.00007262
minute, 40, 0.00007262
secret, 40, 0.00007262
produced, 40, 0.00007262
humanity, 40, 0.00007262
lead, 40, 0.00007262
period, 40, 0.00007262
demanded, 40, 0.00007262
appearance, 40, 0.00007262
handkerchief, 40, 0.00007262
gallop, 40, 0.00007262
anger, 40, 0.00007262
instructions, 40, 0.00007262
destruction, 40, 0.00007262
definite, 40, 0.00007262
fault, 40, 0.00007262
soft, 40, 0.00007262
thou, 40, 0.00007262
complete, 40, 0.00007262
incomprehensible, 40, 0.00007262
bottle, 40, 0.00007262
crowded, 40, 0.00007262
memory, 40, 0.00007262
immense, 40, 0.00007262
believed, 40, 0.00007262
ears, 40, 0.00007262
fellows, 40, 0.00007262
anxious, 39, 0.00007080
false, 39, 0.00007080
follow, 39, 0.00007080
acquaintance, 39, 0.00007080
inquired, 39, 0.00007080
remarks, 39, 0.00007080
mist, 39, 0.00007080
sleigh, 39, 0.00007080
acquaintances, 39, 0.00007080
receiving, 39, 0.00007080
connection, 39, 0.00007080
habit, 39, 0.00007080
chiefly, 39, 0.00007080
embraced, 39, 0.00007080
solemn, 39, 0.00007080
estates, 39, 0.00007080
pfuel, 39, 0.00007080
pressing, 39, 0.00007080
intention, 39, 0.00007080
pavlovna's, 39, 0.00007080
mounted, 39, 0.00007080
fully, 39, 0.00007080
sternly, 39, 0.00007080
spectacles, 39, 0.00007080
ruined, 39, 0.00007080
feared, 39, 0.00007080
arakcheev, 38, 0.00006899
letting, 38, 0.00006899
generally, 38, 0.00006899
adjutants, 38, 0.00006899
son's, 38, 0.00006899
chosen, 38, 0.00006899
prayer, 38, 0.00006899
winter, 38, 0.00006899
gentleman, 38, 0.00006899
similar, 38, 0.00006899
explanation, 38, 0.00006899
serene, 38, 0.00006899
davout, 38, 0.00006899
huge, 38, 0.00006899
fought, 38, 0.00006899
sergeant, 38, 0.00006899
series, 38, 0.00006899
lies, 38, 0.00006899
ilyin, 38, 0.00006899
spring, 38, 0.00006899
save, 38, 0.00006899
preparing, 38, 0.00006899
suppose, 38, 0.00006899
doesn't, 38, 0.00006899
smell, 38, 0.00006899
previous, 38, 0.00006899
murat, 38, 0.00006899
slowly, 38, 0.00006899
falling, 38, 0.00006899
dangerous, 37, 0.00006717
flight, 37, 0.00006717
joyfully, 37, 0.00006717
terror, 37, 0.00006717
finger, 37, 0.00006717
lads, 37, 0.00006717
unexpected, 37, 0.00006717
darling, 37, 0.00006717
escape, 37, 0.00006717
informed, 37, 0.00006717
lines, 37, 0.00006717
saddle, 37, 0.00006717
favorite, 37, 0.00006717
property, 37, 0.00006717
dessalles, 37, 0.00006717
deal, 37, 0.00006717
ahead, 37, 0.00006717
zherkov, 37, 0.00006717
friendship, 37, 0.00006717
dance, 37, 0.00006717
battlefield, 37, 0.00006717
game, 37, 0.00006717
illness, 37, 0.00006717
empty, 37, 0.00006717
prince's, 37, 0.00006717
trees, 37, 0.00006717
gaily, 37, 0.00006717
baggage, 37, 0.00006717
managed, 36, 0.00006536
tenderness, 36, 0.00006536
resolute, 36, 0.00006536
occasionally, 36, 0.00006536
police, 36, 0.00006536
details, 36, 0.00006536
touching, 36, 0.00006536
ballroom, 36, 0.00006536
imagination, 36, 0.00006536
wet, 36, 0.00006536
nations, 36, 0.00006536
loudly, 36, 0.00006536
softly, 36, 0.00006536
shaking, 36, 0.00006536
lavrushka, 36, 0.00006536
loving, 36, 0.00006536
busy, 36, 0.00006536
historic, 36, 0.00006536
companion, 36, 0.00006536
offer, 36, 0.00006536
sympathy, 36, 0.00006536
attitude, 36, 0.00006536
galloping, 36, 0.00006536
watching, 36, 0.00006536
kissing, 36, 0.00006536
knees, 36, 0.00006536
wheels, 36, 0.00006536
grief, 36, 0.00006536
absent, 36, 0.00006536
stranger, 36, 0.00006536
pistol, 36, 0.00006536
dare, 36, 0.00006536
daniel, 36, 0.00006536
elder, 36, 0.00006536
reported, 35, 0.00006354
awaited, 35, 0.00006354
helped, 35, 0.00006354
emperors, 35, 0.00006354
removed, 35, 0.00006354
dropped, 35, 0.00006354
detachment, 35, 0.00006354
driving, 35, 0.00006354
fields, 35, 0.00006354
anteroom, 35, 0.00006354
usually, 35, 0.00006354
clouds, 35, 0.00006354
remark, 35, 0.00006354
paid, 35, 0.00006354
weeks, 35, 0.00006354
cousin, 35, 0.00006354
pause, 35, 0.00006354
doctors, 35, 0.00006354
proposed, 35, 0.00006354
proud, 35, 0.00006354
dogs, 35, 0.00006354
delight, 35, 0.00006354
finding, 35, 0.00006354
suffered, 35, 0.00006354
midst, 35, 0.00006354
theory, 35, 0.00006354
losing, 35, 0.00006354
courage, 35, 0.00006354
timidly, 35, 0.00006354
insisted, 35, 0.00006354
reach, 35, 0.00006354
directly, 35, 0.00006354
months, 35, 0.00006354
baby, 34, 0.00006173
cheeks, 34, 0.00006173
essential, 34, 0.00006173
dream, 34, 0.00006173
reasons, 34, 0.00006173
peoples, 34, 0.00006173
gloomy, 34, 0.00006173
hung, 34, 0.00006173
hero, 34, 0.00006173
waited, 34, 0.00006173
governor's, 34, 0.00006173
physical, 34, 0.00006173
tormented, 34, 0.00006173
regiments, 34, 0.00006173
alexeevich, 34, 0.00006173
reproach, 34, 0.00006173
steward, 34, 0.00006173
seriously, 34, 0.00006173
hounds, 34, 0.00006173
entrance, 34, 0.00006173
guard, 34, 0.00006173
month, 34, 0.00006173
promise, 34, 0.00006173
square, 34, 0.00006173
keeping, 34, 0.00006173
uniforms, 34, 0.00006173
borzois, 34, 0.00006173
ease, 34, 0.00006173
paces, 34, 0.00006173
wishes, 34, 0.00006173
blow, 34, 0.00006173
destroy, 34, 0.00006173
hide, 34, 0.00006173
calling, 34, 0.00006173
accepted, 34, 0.00006173
vous, 33, 0.00005991
exist, 33, 0.00005991
virtue, 33, 0.00005991
forever, 33, 0.00005991
stayed, 33, 0.00005991
interesting, 33, 0.00005991
indeed, 33, 0.00005991
wind, 33, 0.00005991
song, 33, 0.00005991
innumerable, 33, 0.00005991
extraordinary, 33, 0.00005991
dry, 33, 0.00005991
weary, 33, 0.00005991
touch, 33, 0.00005991
excellent, 33, 0.00005991
dispositions, 33, 0.00005991
abroad, 33, 0.00005991
capture, 33, 0.00005991
pace, 33, 0.00005991
pray, 33, 0.00005991
trouble, 33, 0.00005991
beat, 33, 0.00005991
motionless, 33, 0.00005991
sang, 33, 0.00005991
ilya, 33, 0.00005991
mercy, 33, 0.00005991
sigh, 33, 0.00005991
persons, 33, 0.00005991
political, 33, 0.00005991
senseless, 33, 0.00005991
becoming, 33, 0.00005991
shone, 33, 0.00005991
watch, 33, 0.00005991
fifty, 33, 0.00005991
ordinary, 33, 0.00005991
animal, 33, 0.00005991
disappeared, 33, 0.00005991
east, 33, 0.00005991
saved, 33, 0.00005991
nearest, 33, 0.00005991
redoubt, 33, 0.00005991
governor, 33, 0.00005991
inquiringly, 33, 0.00005991
lightly, 33, 0.00005991
pipe, 33, 0.00005991
interested, 33, 0.00005991
gay, 33, 0.00005991
fancy, 33, 0.00005991
glittering, 33, 0.00005991
otradnoe, 33, 0.00005991
delighted, 32, 0.00005810
tarutino, 32, 0.00005810
ridden, 32, 0.00005810
distinguished, 32, 0.00005810
armchair, 32, 0.00005810
served, 32, 0.00005810
wagons, 32, 0.00005810
executed, 32, 0.00005810
hurry, 32, 0.00005810
commands, 32, 0.00005810
ivanovich, 32, 0.00005810
views, 32, 0.00005810
rate, 32, 0.00005810
germans, 32, 0.00005810
faced, 32, 0.00005810
lifting, 32, 0.00005810
breathing, 32, 0.00005810
land, 32, 0.00005810
announced, 32, 0.00005810
fires, 32, 0.00005810
servant, 32, 0.00005810
fit, 32, 0.00005810
needs, 32, 0.00005810
sought, 32, 0.00005810
tail, 32, 0.00005810
agreed, 32, 0.00005810
natured, 32, 0.00005810
pulled, 32, 0.00005810
opportunity, 32, 0.00005810
parents, 32, 0.00005810
nature, 32, 0.00005810
engaged, 32, 0.00005810
attentively, 32, 0.00005810
hanging, 32, 0.00005810
absorbed, 32, 0.00005810
thanks, 32, 0.00005810
reaching, 32, 0.00005810
leaned, 32, 0.00005810
duke, 32, 0.00005810
thick, 32, 0.00005810
moral, 32, 0.00005810
suggested, 32, 0.00005810
younger, 32, 0.00005810
dignity, 32, 0.00005810
vilna, 32, 0.00005810
meanwhile, 32, 0.00005810
eyebrows, 32, 0.00005810
offended, 32, 0.00005810
inevitable, 31, 0.00005628
spiritual, 31, 0.00005628
delicate, 31, 0.00005628
separated, 31, 0.00005628
alarm, 31, 0.00005628
external, 31, 0.00005628
sire, 31, 0.00005628
october, 31, 0.00005628
sonya's, 31, 0.00005628
plump, 31, 0.00005628
hare, 31, 0.00005628
screamed, 31, 0.00005628
portrait, 31, 0.00005628
mere, 31, 0.00005628
deeply, 31, 0.00005628
belonged, 31, 0.00005628
fatherland, 31, 0.00005628
advice, 31, 0.00005628
peculiar, 31, 0.00005628
friendly, 31, 0.00005628
dunyasha, 31, 0.00005628
eagerly, 31, 0.00005628
unnatural, 31, 0.00005628
tired, 31, 0.00005628
despair, 31, 0.00005628
campfires, 31, 0.00005628
recognizing, 31, 0.00005628
hollow, 31, 0.00005628
noise, 31, 0.00005628
esaul, 31, 0.00005628
closer, 31, 0.00005628
summer, 31, 0.00005628
clothes, 31, 0.00005628
worthy, 31, 0.00005628
fifth, 31, 0.00005628
welfare, 31, 0.00005628
existence, 31, 0.00005628
proved, 31, 0.00005628
fifteen, 31, 0.00005628
evil, 31, 0.00005628
awkward, 31, 0.00005628
week, 31, 0.00005628
consisted, 30, 0.00005447
nobody, 30, 0.00005447
refuse, 30, 0.00005447
answering, 30, 0.00005447
swaying, 30, 0.00005447
spirits, 30, 0.00005447
crowds, 30, 0.00005447
described, 30, 0.00005447
pushing, 30, 0.00005447
rank, 30, 0.00005447
prussia, 30, 0.00005447
haired, 30, 0.00005447
couple, 30, 0.00005447
lives, 30, 0.00005447
stories, 30, 0.00005447
footmen, 30, 0.00005447
exhausted, 30, 0.00005447
aroused, 30, 0.00005447
official, 30, 0.00005447
supposed, 30, 0.00005447
weyrother, 30, 0.00005447
masses, 30, 0.00005447
demand, 30, 0.00005447
realize, 30, 0.00005447
eager, 30, 0.00005447
start, 30, 0.00005447
english, 30, 0.00005447
tree, 30, 0.00005447
mysterious, 30, 0.00005447
joke, 30, 0.00005447
exactly, 30, 0.00005447
attacked, 30, 0.00005447
plainly, 30, 0.00005447
opening, 30, 0.00005447
candle, 30, 0.00005447
desired, 30, 0.00005447
advantage, 30, 0.00005447
lodge, 30, 0.00005447
knee, 30, 0.00005447
palace, 30, 0.00005447
mention, 30, 0.00005447
hospital, 30, 0.00005447
sing, 30, 0.00005447
wars, 30, 0.00005447
excuse, 30, 0.00005447
pride, 30, 0.00005447
confidence, 30, 0.00005447
diplomatic, 30, 0.00005447
kremlin, 29, 0.00005265
conviction, 29, 0.00005265
painful, 29, 0.00005265
changing, 29, 0.00005265
mental, 29, 0.00005265
blushing, 29, 0.00005265
seated, 29, 0.00005265
arrange, 29, 0.00005265
hurried, 29, 0.00005265
slept, 29, 0.00005265
reflected, 29, 0.00005265
cruel, 29, 0.00005265
transferred, 29, 0.00005265
battles, 29, 0.00005265
flying, 29, 0.00005265
books, 29, 0.00005265
worth, 29, 0.00005265
confident, 29, 0.00005265
wants, 29, 0.00005265
willarski, 29, 0.00005265
caleche, 29, 0.00005265
timokhin, 29, 0.00005265
buonaparte, 29, 0.00005265
authority, 29, 0.00005265
address, 29, 0.00005265
stone, 29, 0.00005265
nation, 29, 0.00005265
icons, 29, 0.00005265
west, 29, 0.00005265
entirely, 29, 0.00005265
marrying, 29, 0.00005265
villages, 29, 0.00005265
staying, 29, 0.00005265
sword, 29, 0.00005265
beaten, 29, 0.00005265
figures, 29, 0.00005265
retired, 29, 0.00005265
rosy, 29, 0.00005265
ours, 29, 0.00005265
vasili's, 29, 0.00005265
weakness, 29, 0.00005265
animation, 29, 0.00005265
favor, 29, 0.00005265
break, 29, 0.00005265
shevardino, 29, 0.00005265
mud, 29, 0.00005265
regular, 29, 0.00005265
indicated, 29, 0.00005265
equal, 28, 0.00005083
finally, 28, 0.00005083
duties, 28, 0.00005083
judge, 28, 0.00005083
walls, 28, 0.00005083
invited, 28, 0.00005083
paced, 28, 0.00005083
joseph, 28, 0.00005083
ermolov, 28, 0.00005083
duel, 28, 0.00005083
utter, 28, 0.00005083
private, 28, 0.00005083
bank, 28, 0.00005083
dared, 28, 0.00005083
personally, 28, 0.00005083
share, 28, 0.00005083
closely, 28, 0.00005083
uhlans, 28, 0.00005083
mistake, 28, 0.00005083
concerning, 28, 0.00005083
shame, 28, 0.00005083
melancholy, 28, 0.00005083
useless, 28, 0.00005083
rules, 28, 0.00005083
conclusion, 28, 0.00005083
dissatisfied, 28, 0.00005083
dirty, 28, 0.00005083
refused, 28, 0.00005083
austria, 28, 0.00005083
grow, 28, 0.00005083
stationed, 28, 0.00005083
autumn, 28, 0.00005083
sixth, 28, 0.00005083
intently, 28, 0.00005083
memories, 28, 0.00005083
heavily, 28, 0.00005083
value, 27, 0.00004902
brows, 27, 0.00004902
re, 27, 0.00004902
lose, 27, 0.00004902
prepare, 27, 0.00004902
insignificant, 27, 0.00004902
seeking, 27, 0.00004902
rows, 27, 0.00004902
admitted, 27, 0.00004902
facing, 27, 0.00004902
enthusiasm, 27, 0.00004902
eldest, 27, 0.00004902
bore, 27, 0.00004902
elbow, 27, 0.00004902
militia, 27, 0.00004902
slight, 27, 0.00004902
divine, 27, 0.00004902
fired, 27, 0.00004902
throwing, 27, 0.00004902
toll, 27, 0.00004902
daughter's, 27, 0.00004902
entrusted, 27, 0.00004902
advancing, 27, 0.00004902
